Transaction_ID,ATM_ID,Location,Card_Type,Transaction_Type,Transaction_Amount,Account_Balance_After_Transaction,Transaction_Date,Transaction_Time,Customer_ID,ATM_Status,Transaction_Status,Bank_Name,Fee_Charged,Currency
fb82860d-eabc-48d0-b341-facdff0ac0f1,ATM3334,Edinburgh,Visa Credit,Deposit,225.4,1232.38,2024-09-15,07:08:45,58157afc-d1dd-4f60-bece-ec8cd80d8f67,Inactive,Success,HSBC,1.46,GBP
5306f3f5-1516-4570-9b7c-709acb175a5a,ATM9896,Leeds,MasterCard Credit,Balance Inquiry,0.0,7055.41,2024-06-15,10:09:06,31588b22-3c99-4bbf-a8dd-7ce6fcc95609,Under Maintenance,Failed,Barclays,0.32,GBP
964a870c-7c87-4b74-9d87-8f9f9cdf5a86,ATM8339,Birmingham,MasterCard Debit,Deposit,0.0,992.45,2025-05-06,23:30:30,ed02018e-6338-4aaf-b029-26470922b15b,Inactive,Success,Barclays,1.26,GBP
30bcab0e-d857-4102-95d4-4936a1515607,ATM2494,Manchester,MasterCard Credit,Balance Inquiry,0.0,3662.14,2024-07-26,05:52:46,1a2ef9a5-5598-47d9-9ab2-658049467ab0,Inactive,Success,NatWest,0.02,GBP
4562be7f-bb42-40b2-8426-465e3e37952d,ATM2318,Liverpool,MasterCard Credit,Deposit,0.0,166.06,2024-06-25,15:55:34,044dfd59-5005-4d62-80a6-b5799e16ca0d,Inactive,Failed,NatWest,2.85,GBP
5f3f5638-3870-4a14-b490-b6081dfc8352,ATM6243,Birmingham,MasterCard Debit,Withdrawal,0.0,2131.71,2024-10-19,07:31:05,ca1a76fd-102f-4a4d-aff4-44c656a1ded4,Under Maintenance,Success,NatWest,0.68,GBP
6d16ee18-5521-46dd-aba4-b180cb69ca38,ATM9322,Leicester,MasterCard Credit,Withdrawal,0.0,6798.55,2024-08-15,08:34:51,878266a7-ca1a-4233-951a-c43f08599b99,Inactive,Pending,Barclays,1.47,GBP
c87a7463-19c1-4a0d-8feb-d845d0dfae43,ATM9016,Birmingham,MasterCard Credit,Withdrawal,0.0,9209.5,2025-05-07,04:01:24,e8b6d53d-22a0-4e01-a69a-7ff94f6fe59c,Active,Pending,Barclays,2.5,GBP
38018b47-b29a-4b06-9af6-6c5f2577bffa,ATM2786,Bristol,Visa Credit,Deposit,0.0,2247.65,2024-06-05,10:36:49,043502e5-d6bd-4b99-a1b8-80dd57d68a99,Under Maintenance,Success,Lloyds,0.34,GBP
a25b59fd-92e8-4269-912e-cbc40b9475b1,ATM5938,Leicester,MasterCard Credit,Deposit,0.0,1708.97,2024-11-20,07:55:53,da8fb62a-7793-4e75-a59b-c060f60930f6,Under Maintenance,Pending,Barclays,1.95,GBP
9a27d858-88c1-42ad-afbf-c19ee8f6cf32,ATM5769,Leicester,MasterCard Credit,Deposit,0.0,6373.83,2024-06-13,07:25:03,5f79b938-5ee4-4697-af40-90598b4dbffd,Inactive,Pending,Barclays,1.73,GBP
1fdb8b32-06d5-49e8-92f1-75ffae3b16ec,ATM3044,Birmingham,Visa Credit,Deposit,0.0,6751.53,2024-08-31,23:16:06,e8c99d04-41bc-43a6-ace4-d0dcfc2f17bb,Under Maintenance,Failed,Lloyds,2.04,GBP
d480865f-9b38-4e80-b042-e325a28f5ab0,ATM9969,Leeds,MasterCard Debit,Deposit,0.0,1061.54,2024-12-09,11:28:12,fb06ad76-b308-483c-a48f-5026ee130af9,Under Maintenance,Success,Santander,2.99,GBP
176ea1b1-6426-4cd5-9ea4-5cd69371a71f,ATM6451,Bristol,Visa Debit,Withdrawal,0.0,4612.81,2025-03-30,02:48:56,205d88f9-476e-443b-bec5-558b3526c25f,Active,Success,HSBC,2.24,GBP
1db53334-fb03-43a1-9576-d4155ec17dbe,ATM9852,Leeds,Visa Credit,Mini Statement,58.42,5851.93,2025-01-31,11:49:50,2dcf10b0-9192-4811-b383-bafb55b237ad,Active,Pending,Santander,0.19,GBP
31d0b664-0589-4877-9b02-52440950fd13,ATM4329,Leicester,MasterCard Credit,Deposit,0.0,2982.31,2024-08-18,08:34:18,dbe0af9c-fd03-4828-a1b1-08108e7e5980,Inactive,Failed,Barclays,1.74,GBP
b7d6467b-2f5a-422a-b87f-43fdf6062541,ATM9965,Bristol,MasterCard Debit,Mini Statement,0.0,1551.89,2024-11-16,13:00:37,32f50715-ffd2-4bd0-bc7b-82c133df0f39,Inactive,Success,Barclays,1.02,GBP
ba26d851-35e8-479a-baaf-0e891fb797fa,ATM5712,Sheffield,Visa Debit,Deposit,0.0,5277.85,2024-06-09,05:48:09,c9816c64-d67f-42f3-972a-97705bb924c1,Active,Success,Barclays,1.46,GBP
ade9b2b4-efdd-45f8-8fa3-4266ccfdba9b,ATM8290,Birmingham,Visa Credit,Withdrawal,0.0,5654.91,2025-05-18,08:24:16,fad4f612-b316-4f3f-8f8b-1bfbdf1fc83d,Under Maintenance,Pending,NatWest,2.02,GBP
9edfa3da-6cf5-4b15-8b53-031d05d51433,ATM2501,Sheffield,MasterCard Debit,Deposit,0.0,1811.22,2025-01-10,20:06:29,c342d38e-6ef5-423a-a160-25ec28b30219,Active,Pending,NatWest,1.5,GBP
11ebcd49-428a-4c22-95fd-b76a19fbeb1d,ATM7306,Leicester,MasterCard Credit,Mini Statement,0.0,2881.65,2024-08-10,09:34:33,efbce7e3-655e-4aa2-9ed7-e9937c7cf913,Active,Failed,Barclays,1.52,GBP
4d125e7f-a59c-4c98-926c-bc8f38884479,ATM6194,Sheffield,Visa Debit,Balance Inquiry,163.27,5787.02,2025-01-22,15:56:46,c1118f67-b40c-4b64-abfb-45ab03fff94e,Active,Success,Lloyds,0.06,GBP
0fa07a3f-2e29-4065-afa2-31e959acdd98,ATM4966,Glasgow,Visa Debit,Withdrawal,0.0,2795.0,2025-05-29,11:00:30,9bd310be-0c3f-4e65-897e-80b642141f73,Under Maintenance,Success,HSBC,2.73,GBP
98b33c6e-0a14-490a-b795-e98680ee526e,ATM5756,Manchester,MasterCard Credit,Deposit,0.0,1024.96,2025-01-17,04:05:02,ce7c89c0-f1a1-48d9-9df8-38e22ba817a7,Inactive,Pending,NatWest,2.73,GBP
642aad48-fcfc-4a81-b306-d70019d5f970,ATM4012,Manchester,MasterCard Debit,Withdrawal,28.82,1155.59,2025-02-13,04:30:28,bc47397e-7062-48d0-8143-8841a5f6faee,Active,Pending,Lloyds,2.56,GBP
e786ab37-5bca-47be-8298-17c53308fb2e,ATM4102,Edinburgh,Visa Credit,Balance Inquiry,0.0,4162.36,2024-12-27,17:45:30,821833ac-b66c-4015-a981-d6cd320389fa,Inactive,Failed,Santander,1.11,GBP
e6fd68e8-d69c-41c2-b860-1602bb4a06cb,ATM4059,Leicester,MasterCard Credit,Mini Statement,0.0,2403.83,2025-02-01,21:45:06,98b2afb0-d51f-4304-80b9-f319dcbf42da,Active,Success,Santander,0.44,GBP
b29c467d-2b5f-4932-91dc-59efeb21a3f6,ATM1540,Birmingham,Visa Debit,Deposit,0.0,1610.58,2025-04-16,21:38:43,8c17e492-5685-452c-a1b8-f7ebe1dd00bc,Inactive,Failed,HSBC,1.28,GBP
c470f0e7-f76f-4fb8-b412-fc12ac322c12,ATM5260,London,MasterCard Debit,Balance Inquiry,0.0,2463.09,2025-01-28,11:48:17,f765f62b-d58e-40c7-bb7e-1a81dbec3f5e,Active,Pending,Barclays,2.32,GBP
28805c5d-ad1b-4f60-89e4-dab20edc6d2b,ATM8807,Sheffield,MasterCard Debit,Withdrawal,0.0,9462.96,2024-11-14,06:38:46,9ffe4ccb-4f9c-48ba-b228-5b450ab4eac7,Inactive,Success,Santander,2.46,GBP
878b9f6b-57a1-4b71-a975-d279d86dbf11,ATM2131,Leeds,Visa Credit,Mini Statement,0.0,2099.54,2024-07-25,06:29:06,a04cf113-0cf6-43af-bf94-1a34da5c9c29,Inactive,Success,Lloyds,0.29,GBP
ebe21368-98c7-4205-9e01-a934402d0baf,ATM2471,Glasgow,Visa Credit,Withdrawal,0.0,2580.27,2025-04-29,02:06:05,b93e857d-de7e-49e1-b8db-e6ab14cc17a9,Inactive,Success,Lloyds,1.94,GBP
0361524c-2cc0-4859-aa65-24ab713b7e05,ATM3133,Liverpool,Visa Credit,Withdrawal,457.81,9992.93,2025-04-11,23:02:35,540771b7-e295-4723-91bb-fcd609296a52,Inactive,Failed,Barclays,1.76,GBP
e66cd36e-68ef-4f5f-ae68-690a78bc7175,ATM3450,Bristol,Visa Credit,Mini Statement,0.0,6314.2,2025-02-06,11:43:33,e5d76563-3c22-471e-929a-30c3b843ae05,Under Maintenance,Success,HSBC,2.63,GBP
eae2025e-8233-4e23-9ff3-334b91b15f5d,ATM1633,Birmingham,MasterCard Debit,Deposit,0.0,6324.76,2024-10-14,01:49:16,89024d4b-ae20-49fa-9efa-22cb5ff71d9e,Inactive,Pending,Lloyds,1.19,GBP
637e0edc-5b6e-4ae7-a620-81434fbaecc0,ATM2314,London,MasterCard Credit,Balance Inquiry,0.0,8219.01,2024-09-09,17:51:39,d0c3989b-97a4-4c25-b6f0-31fbcd5dd210,Inactive,Success,NatWest,2.27,GBP
27460f22-403d-4f83-a859-890cd670f668,ATM9857,Liverpool,MasterCard Debit,Mini Statement,0.0,3058.65,2024-12-03,19:25:58,c4329686-a807-47b7-8a13-30e0536320d4,Active,Failed,Santander,1.62,GBP
753c7c99-032f-46ca-b0d9-c2aa8f837ef7,ATM7410,Liverpool,MasterCard Debit,Balance Inquiry,0.0,1536.6,2025-03-29,00:32:52,2b610d2d-9b6b-4351-8d2d-04788e33018d,Inactive,Pending,Santander,1.33,GBP
bd30291a-55fe-408e-943e-2e04bdd7d19b,ATM9594,Glasgow,Visa Credit,Deposit,0.0,7881.27,2024-10-29,15:39:35,e837358b-cbd1-4d25-9967-2040d4044202,Under Maintenance,Failed,Santander,2.85,GBP
2284b7a4-47e7-4593-8b58-85ca0bb2c3f0,ATM5515,London,MasterCard Debit,Balance Inquiry,50.38,3589.1,2025-05-24,21:27:46,1e2192ac-b55c-4f74-8473-f1c2f5a48cf8,Under Maintenance,Failed,HSBC,2.68,GBP
7b59051b-f400-48d7-831d-5a973d792fa1,ATM9549,Edinburgh,MasterCard Debit,Deposit,222.04,6963.01,2025-01-02,07:59:01,bde6d0ae-ef41-40e2-b918-e78e0566921e,Under Maintenance,Success,HSBC,1.27,GBP
ac642b4c-49b2-4ded-9c31-d9b25a2b745b,ATM4858,Sheffield,Visa Credit,Withdrawal,135.18,8603.44,2024-06-22,04:20:11,4c2ae2b3-bfc2-469c-b287-b1a084554bc8,Inactive,Success,Lloyds,1.05,GBP
e456697c-f268-4baa-971c-702d5bf49c04,ATM4525,Edinburgh,MasterCard Debit,Deposit,0.0,7134.24,2025-02-02,01:42:41,45b500b3-41f1-45b6-8435-87c7f89619dd,Inactive,Success,Santander,0.96,GBP
21e15094-9efe-4464-9a90-f534a23d4c9d,ATM7871,Edinburgh,Visa Credit,Withdrawal,0.0,2713.64,2024-08-06,03:19:08,c9824bde-e2d6-434a-a7e3-2bd3ac820824,Active,Success,Santander,0.2,GBP
bf9cc545-6355-48f7-8f6f-a985b732d46f,ATM5509,London,Visa Credit,Withdrawal,0.0,2653.06,2025-05-20,16:12:03,a6ad5fba-a532-4f69-983b-e38255ce2ee7,Inactive,Pending,Lloyds,1.24,GBP
14aa451c-a69c-4b85-9432-f8db6a174c1c,ATM8382,London,Visa Debit,Withdrawal,0.0,1904.22,2025-06-04,09:54:48,38df2cac-c1b1-4830-b4a5-941b91cbb74c,Under Maintenance,Success,NatWest,0.4,GBP
b2d650af-313b-42b7-9836-31890063e42f,ATM9071,Leicester,Visa Credit,Mini Statement,487.33,5705.99,2024-08-17,05:24:04,bee0ada5-4ea0-4ec9-a063-ee07dfbe5c4e,Active,Failed,Lloyds,1.31,GBP
391cf046-3d4a-4d51-a8fa-fd04559b5975,ATM6855,Edinburgh,Visa Debit,Deposit,0.0,5898.14,2025-05-24,12:28:45,2f13f52a-bf12-4622-9428-bad0280c8868,Active,Failed,Barclays,2.11,GBP
b5d97ef7-60ef-4471-b2b8-ff39a32c9b6f,ATM2349,Glasgow,Visa Credit,Mini Statement,0.0,2265.22,2025-04-08,23:32:28,2e121d62-16a2-4a5d-8d8b-e2c4b8932f1b,Inactive,Pending,Santander,1.78,GBP
dfe1b307-9172-4f0a-ac7c-8803e01bbf50,ATM6313,Glasgow,Visa Credit,Deposit,0.0,8294.83,2024-06-29,21:20:14,bb6e9544-2ba7-455d-9878-ccd2e611f5f8,Under Maintenance,Success,Barclays,2.42,GBP
df26f517-66fa-4989-8813-5d586a1689ad,ATM2889,London,Visa Debit,Withdrawal,0.0,763.73,2025-04-18,18:39:48,641e56c9-6dac-4392-81d2-76a7ce09ff18,Active,Failed,NatWest,2.08,GBP
c5adf681-6b10-453a-9145-de05b3ab1b2c,ATM8969,Edinburgh,MasterCard Debit,Balance Inquiry,0.0,9389.1,2024-09-04,23:26:33,20f020f1-c66e-41cd-9aef-fa4075a121ea,Inactive,Pending,Barclays,1.13,GBP
2a69acc7-0bf9-40ef-b581-6b74a985ab61,ATM6493,Sheffield,Visa Credit,Deposit,0.0,3803.7,2024-08-30,17:26:19,81418714-f038-43d7-97cc-e20a74ae053a,Active,Pending,Santander,0.3,GBP
b3969057-425c-4200-905a-da6b720299e3,ATM4119,Bristol,MasterCard Credit,Withdrawal,0.0,7172.99,2024-10-12,15:04:40,8cec2bf5-e901-4b11-b23b-25a981e046c4,Inactive,Success,Lloyds,2.86,GBP
e28bc9ff-870f-484c-b244-f536285e25b4,ATM4981,Leeds,Visa Credit,Deposit,0.0,9978.38,2024-07-09,14:44:24,51e94c79-adeb-4974-8609-40f792b7f277,Inactive,Success,Lloyds,2.87,GBP
9a9e4310-8fb8-4bab-a875-4cd37cbd7025,ATM1265,London,MasterCard Debit,Withdrawal,0.0,6402.02,2025-01-20,19:29:35,73368923-7264-408f-86dd-4f4f91a7a4cc,Active,Pending,Barclays,0.59,GBP
09f6048f-e245-4460-8004-884cc167733f,ATM5440,Manchester,MasterCard Credit,Deposit,229.74,8485.87,2025-01-20,03:35:48,4a5edcea-ee7b-48c8-9cba-54ad1c8a6250,Active,Success,HSBC,0.51,GBP
d675ebf7-4fe3-4c9a-9371-0f577e9cf84f,ATM2919,Bristol,MasterCard Debit,Withdrawal,0.0,9808.37,2025-02-04,07:05:30,9955ea9a-1f04-452a-9e41-7e027833fb29,Inactive,Success,HSBC,0.51,GBP
d29dc5df-cf1d-4110-8cc3-6d8c77863fe5,ATM4612,Leicester,MasterCard Credit,Balance Inquiry,225.73,2794.52,2024-08-09,20:00:09,f4a212fd-20f0-4519-a04c-7ec0dabe8401,Under Maintenance,Failed,NatWest,2.7,GBP
6a46721a-cffa-4cdd-b963-a7efe00111e5,ATM7095,London,Visa Debit,Withdrawal,0.0,5463.46,2025-05-29,11:07:09,b9f2270a-40e6-4c06-bbff-a6111f146e6c,Active,Failed,Lloyds,0.13,GBP
f689a4a5-ffda-4336-8c6e-90373020da5c,ATM3793,Birmingham,MasterCard Debit,Balance Inquiry,0.0,1469.29,2024-08-14,13:53:59,8b0793c4-5f6a-4189-9aee-bd853b3371b3,Active,Success,Santander,1.74,GBP
d663049d-155e-48b1-ba83-ada4a2121ac5,ATM6448,Manchester,Visa Debit,Deposit,0.0,9423.43,2025-03-09,07:43:29,023d7177-71f4-4d18-9951-c7991e673144,Inactive,Failed,Barclays,0.94,GBP
03c54c71-fca0-4536-a169-df82b9bdee2d,ATM7981,Edinburgh,Visa Credit,Deposit,0.0,4631.93,2025-02-22,00:37:50,699b3b01-0df3-480c-8f04-0d81d45c8ad2,Under Maintenance,Success,Lloyds,2.83,GBP
6ae04d52-adb3-48cb-b315-8c0c66dd7794,ATM2018,Edinburgh,MasterCard Credit,Balance Inquiry,0.0,8902.86,2025-04-09,23:05:46,712ad257-7d9c-45ca-a6bb-244e4986362b,Inactive,Pending,Barclays,0.79,GBP
